Id,Label,Grado,Clustering Coefficient,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Weighted Degree
1858,Contempt,7,0.38095238095238093,7.0,3.432697266632285,416.04226630984465,228,7.0
1859,Céline et Julie vont En Bateau,1,0.0,1.0,1.0,0.0,106,1.0
1860,Bedazzled,10,0.15555555555555556,7.0,3.155750386797318,197.06111577203725,563,10.0
1861,Bulletproof,18,0.35947712418300654,6.0,3.0825167612171223,541.7582746238303,220,18.0
1862,Blackrock,0,0.0,0.0,0.0,0.0,423,0.0
1863,L'Amour fou,0,0.0,0.0,0.0,0.0,424,0.0
1864,Georgia,0,0.0,0.0,0.0,0.0,425,0.0
1865,The Grave,2,1.0,8.0,3.854048478597215,0.0,9,2.0
1866,�?yle Bir Kadın Ki,0,0.0,0.0,0.0,0.0,426,0.0
1867,Timeline,33,0.13257575757575757,7.0,2.9566787003610107,2045.0431468706786,194,33.0
1868,Planet of the Apes,54,0.1334730957372467,6.0,2.6188757091284165,9793.30313706228,89,54.0
1869,Gold Diggers of '49,0,0.0,0.0,0.0,0.0,427,0.0
1870,Bagdad,3,1.0,7.0,4.1397627643115005,0.0,89,3.0
1871,Shock,9,1.0,7.0,3.4383702939659617,0.0,89,9.0
1872,National Lampoon's Christmas Vacation,37,0.12912912912912913,6.0,2.7586384734399174,7839.005320857956,258,37.0
1873,Mr. Majestyk,3,0.3333333333333333,7.0,3.9009798865394534,47.76406131941542,89,3.0
1874,Unfaithful,19,0.23391812865497075,7.0,3.085611139762764,617.5122313893048,563,19.0
1875,National Lampoon's Van Wilder,8,0.32142857142857145,7.0,3.3929860752965446,235.22796802274894,563,8.0
1876,Dragonfly,23,0.233201581027668,7.0,2.92573491490459,1051.5069609586458,194,23.0
1877,What a Girl Wants,16,0.275,7.0,3.137184115523466,367.2747667270902,9,16.0
1878,"Goodbye, Mr. Chips",12,0.36363636363636365,6.0,3.2016503352243424,2645.1850363945027,208,12.0
1879,[[Japanese language|Japanese]],2,1.0,7.0,3.6064981949458486,0.0,290,2.0
1880,The Great Escape II: The Untold Story,6,1.0,7.0,3.3563692625064467,0.0,264,6.0
1881,A Sound of Thunder,9,0.7777777777777778,7.0,3.226921093347086,143.935522563095,200,9.0
1882,The Mother,8,0.75,7.0,3.376998452810727,96.27649799192224,194,8.0
1883,Paparazzi,14,0.3516483516483517,7.0,3.155750386797318,264.2934479983137,9,14.0
1884,Willard,9,0.2222222222222222,7.0,3.288808664259928,993.7110284810918,220,9.0
1885,Crossroads,18,0.32679738562091504,7.0,2.9886539453326457,1967.579036580077,220,18.0
1886,Thirteen Days,12,0.48484848484848486,7.0,3.1521402784940693,145.88093664227523,290,12.0
1887,Blade: Trinity,30,0.12643678160919541,7.0,2.926766374419804,3560.796656838649,563,30.0
1888,Daredevil,30,0.20229885057471264,7.0,2.930376482723053,1459.013637601766,563,30.0
1889,The Messenger: The Story of Joan of Arc,30,0.2574712643678161,7.0,2.9448169159360496,1669.9635398874166,200,30.0
1890,Elektra,27,0.21937321937321938,7.0,2.9308922124806602,1128.138033145061,194,27.0
1891,Caravaggio,19,0.38011695906432746,7.0,3.078906652913873,1153.9056520253846,563,19.0
1892,Dead End,3,0.3333333333333333,8.0,3.659618359979371,15.313295949515533,220,3.0
1893,It's a Very Merry Muppet Christmas Movie,23,0.3201581027667984,7.0,2.993295513151109,916.1534795860613,9,23.0
1894,Around the World in Eighty Days,13,0.2948717948717949,7.0,3.6028880866425994,960.1677506148278,89,13.0
1895,Concrete,1,0.0,1.0,1.0,0.0,70,1.0
1896,The Misfits,16,0.23333333333333334,7.0,3.1985559566787005,2241.2856693591384,89,16.0
1897,Some Kind of Monster,0,0.0,0.0,0.0,0.0,428,0.0
1898,Primer,0,0.0,0.0,0.0,0.0,429,0.0
1899,Don't Let It Get You,0,0.0,0.0,0.0,0.0,430,0.0
1900,The Blue Lagoon,7,0.5238095238095238,7.0,3.3073749355337805,62.325994629228965,208,7.0
1901,The Secret Garden,11,0.8181818181818182,7.0,3.2377514182568334,98.14107829027473,194,11.0
1902,Pizza,0,0.0,0.0,0.0,0.0,431,0.0
1903,Yu Yu Hakusho: Poltergeist Report,1,0.0,9.0,5.256317689530686,0.0,560,1.0
1904,Alexander,70,0.1515527950310559,6.0,2.5874161939143887,11563.523299038437,208,70.0
1905,True Stories,20,0.3526315789473684,7.0,3.114492006188757,878.8695644921245,200,20.0
1906,Come and Get It,9,0.3611111111111111,7.0,3.4265085095410006,458.6280277746629,89,9.0
1907,O,31,0.21505376344086022,7.0,2.9484270242392987,2224.2961206355812,563,31.0
1908,Bonjour tristesse,8,0.21428571428571427,7.0,3.665807117070655,733.6462518090777,89,8.0
1909,Henry: Portrait Of A Serial Killer,4,0.5,7.0,3.363589479112945,73.9315714462966,172,4.0
1910,The Green Berets,23,0.34782608695652173,6.0,3.1273852501289325,5848.174561740924,89,23.0
1911,Delgo,48,0.13829787234042554,7.0,2.745229499742135,6758.5623777855535,9,48.0
1912,Submission,0,0.0,0.0,0.0,0.0,432,0.0
1913,"Me, Myself & Irene",28,0.1455026455026455,7.0,2.9525528623001547,1908.5489297601946,563,28.0
1914,Industrial Symphony No. 1,6,0.6666666666666666,7.0,3.3486333161423416,61.21570766955578,290,6.0
1915,I'm A Juvenile Delinquent - Jail Me!,0,0.0,0.0,0.0,0.0,433,0.0
1916,Calamity Jane,4,0.5,8.0,4.036101083032491,17.998611732249124,89,4.0
1917,Ilsa: She-Wolf of the SS,2,1.0,7.0,3.925219185146983,0.0,264,2.0
1918,Forbidden Forest,0,0.0,0.0,0.0,0.0,434,0.0
1919,Diner,35,0.21680672268907564,6.0,2.810727178958226,3392.3554396945756,200,35.0
1920,Fallen,48,0.20212765957446807,6.0,2.7529654461062405,3914.9674301317095,200,48.0
1921,Antitrust,22,0.18614718614718614,7.0,2.953584321815369,3473.3233502863272,89,22.0
1922,Troll Bridge,0,0.0,0.0,0.0,0.0,435,0.0
1923,3: The Dale Earnhardt Story,5,0.6,8.0,3.370809695719443,19.458526433903955,563,5.0
1924,Tierra,0,0.0,0.0,0.0,0.0,436,0.0
1925,Universe,0,0.0,0.0,0.0,0.0,437,0.0
1926,Bridget Jones: The Edge of Reason,25,0.30666666666666664,7.0,3.044352759154203,734.0626490712033,194,25.0
1927,Jud Sü�?,2,1.0,9.0,5.705518308406395,0.0,89,2.0
1928,King of the Hill,17,0.18382352941176472,7.0,3.0603403816400205,1058.8830887811428,200,17.0
1929,Conspiracy,25,0.25,7.0,2.987106756059825,1230.2901628334816,194,25.0
1930,"What's Up, Doc?",15,0.3238095238095238,7.0,3.106240330067045,910.5091861790322,258,15.0
1931,Pettin' in the Park,0,0.0,0.0,0.0,0.0,438,0.0
1932,Jackass: The Movie,2,0.0,8.0,4.102630221763796,1937.9999999999998,563,2.0
1933,Closer,31,0.3096774193548387,7.0,2.920061887570913,797.7760254092719,194,31.0
1934,K-9,9,0.3611111111111111,7.0,3.3187209902011348,55.868929333317446,281,9.0
1935,Tonite Let's All Make Love in London,0,0.0,0.0,0.0,0.0,439,0.0
1936,Road Trip,24,0.19927536231884058,7.0,3.011861784424961,1558.265119603281,563,24.0
1937,Darkness Falls,0,0.0,0.0,0.0,0.0,440,0.0
1938,Identity,37,0.13963963963963963,7.0,2.815368746776689,2904.619734139715,9,37.0
1939,Ginger Snaps 2: Unleashed,2,1.0,8.0,3.860237235688499,0.0,220,2.0
1940,Kiss the Girls,26,0.39076923076923076,7.0,2.958741619391439,635.0958269940459,3,26.0
1941,All the King's Men,45,0.1808080808080808,7.0,2.7271789582258896,3037.5994959290274,194,45.0
1942,Mifune's Last Song,0,0.0,0.0,0.0,0.0,441,0.0
1943,Mickey's Twice Upon a Christmas,26,0.2246153846153846,7.0,3.0639504899432697,3330.279105140673,246,26.0
1944,Stigmata,32,0.2721774193548387,7.0,3.002578648788035,1216.1035102685746,194,32.0
1945,Mimic,23,0.18181818181818182,7.0,3.072202166064982,1503.7706407187443,220,23.0
1946,Double Tap,7,1.0,9.0,5.128416709644147,0.0,258,7.0
1947,"Goodbye, Mr. Chips",14,0.3516483516483517,6.0,3.0825167612171223,820.4712450589856,208,14.0
1948,Sink the Bismarck!,5,0.6,7.0,3.3610108303249095,48.141289528113354,208,5.0
1949,[[Voodoo Academy]],2,0.0,8.0,3.9695719443011863,5.416195074905995,246,2.0
1950,Riding the Bullet,24,0.2463768115942029,6.0,2.9510056730273337,1855.8553215212723,89,24.0
1951,The Way of All Flesh,2,1.0,10.0,6.431150077359463,0.0,89,2.0
1952,Scrooge,7,0.23809523809523808,6.0,3.477050025786488,1092.8024140458433,208,7.0
1953,Hero,41,0.1902439024390244,6.0,2.7493553378029914,5273.626313717501,200,41.0
1954,"The Line, the Cross and the Curve",9,1.0,7.0,3.32129963898917,0.0,194,9.0
1955,Fahrenheit 9/11½,3,1.0,9.0,5.966993295513151,0.0,89,3.0
1956,Scratch,0,0.0,0.0,0.0,0.0,442,0.0
1957,The Enforcer,2,1.0,7.0,3.7637957710159875,0.0,200,2.0
1958,Heart of Glass,0,0.0,0.0,0.0,0.0,443,0.0
1959,Override,1,0.0,8.0,4.582774626095926,0.0,281,1.0
1960,Teddy Bear,1,0.0,1.0,1.0,0.0,25,1.0
1961,The Shining,24,0.40942028985507245,6.0,2.918514698298092,1877.2925137925545,264,24.0
1962,Born in East L.A.,14,0.31868131868131866,7.0,3.150593089221248,326.9336988252764,200,14.0
1963,Ecstasy,3,1.0,7.0,4.241361526560082,0.0,89,3.0
1964,The Big Bounce,45,0.17575757575757575,7.0,2.8102114492006187,3673.1508076910877,3,45.0
1965,Book of Shadows: Blair Witch 2,0,0.0,0.0,0.0,0.0,444,0.0
1966,Intermission,13,0.3974358974358974,7.0,3.1634863331614236,183.10015554241872,563,13.0
1967,Presumed Innocent,23,0.2727272727272727,7.0,3.001031459515214,1382.9924180095018,208,23.0
1968,Imagining Argentina,14,0.4835164835164835,7.0,3.2470345538937595,278.7032639854272,194,14.0
1969,Hide and Seek,35,0.3126050420168067,6.0,2.7926766374419802,2252.425285058475,9,35.0
1970,Godzilla,37,0.18768768768768768,7.0,2.850438370293966,2673.772062718294,3,37.0
1971,Wilde,42,0.21602787456445993,7.0,2.878287777204745,2396.3369544754464,194,42.0
1972,Robotech: The Shadow Chronicles,5,1.0,7.0,3.5327488396080455,0.0,208,5.0
1973,CKY,1,0.0,9.0,5.102114492006189,0.0,563,1.0
1974,How to Kill Your Neighbor's Dog,27,0.21082621082621084,7.0,2.9066529138731303,2094.261791566933,194,27.0
1975,The Order,0,0.0,0.0,0.0,0.0,445,0.0
1976,The Order,17,0.33088235294117646,6.0,3.0263022176379577,1911.0608204119485,89,17.0
1977,Chicken Little,46,0.1758454106280193,6.0,2.732851985559567,5896.345901560981,3,46.0
1978,Oliver Twist,0,0.0,0.0,0.0,0.0,446,0.0
1979,Domino,51,0.156078431372549,6.0,2.6570397111913358,11044.069555567687,563,51.0
1980,Baywatch: Hawaiian Wedding,1,0.0,8.0,3.926250644662197,0.0,563,1.0
1981,Hype!,0,0.0,0.0,0.0,0.0,447,0.0
1982,2010: The Year We Make Contact,26,0.18461538461538463,7.0,2.9375966993295513,3763.7325920179746,89,26.0
1983,Car Wash,21,0.3047619047619048,7.0,3.046415678184631,874.4132362950687,246,21.0
1984,The Shining,1,0.0,7.0,4.120165033522435,0.0,208,1.0
1985,Rules of Engagement,52,0.21945701357466063,7.0,2.74780814853017,5085.855467082992,290,52.0
1986,Aces High,23,0.4980237154150198,7.0,2.9829809179989684,1098.7741072078206,208,23.0
1987,Bright Eyes,2,0.0,7.0,3.8194945848375452,259.4063837158729,89,2.0
1988,Provocateur,0,0.0,0.0,0.0,0.0,448,0.0
1989,King Rat,12,0.21212121212121213,6.0,3.1211964930376483,920.1517661997893,208,12.0
1990,Jin-Roh: The Wolf Brigade,0,0.0,0.0,0.0,0.0,449,0.0
1991,King David,12,0.3333333333333333,7.0,3.288808664259928,2224.8521477839718,563,12.0
1992,Titanic,19,0.21052631578947367,6.0,3.0108303249097474,5072.821614495187,281,19.0
1993,Puss in Boots,12,0.5909090909090909,7.0,3.1562661165549253,1033.6816320030741,281,12.0
1994,That Darn Cat!,17,0.22058823529411764,7.0,3.199587416193914,3713.8574506183077,89,17.0
1995,Trick... or Treat?,0,0.0,0.0,0.0,0.0,450,0.0
1996,"""From Time to Time""/""De Temps en Temps""",20,0.26842105263157895,7.0,3.09850438370294,3827.5949341875544,228,20.0
1997,"I, Claudia",0,0.0,0.0,0.0,0.0,451,0.0
1998,Castaway,5,0.6,7.0,3.550799381124291,41.47316470621878,194,5.0
1999,The Fan,0,0.0,0.0,0.0,0.0,452,0.0
2000,The Broken Hearts Club: A Romantic Comedy,29,0.16748768472906403,7.0,2.926766374419804,3437.1164325866484,563,29.0
2001,High Voltage,5,0.3,7.0,3.7911294481691593,614.2206977143456,89,5.0
2002,World War III,0,0.0,0.0,0.0,0.0,453,0.0
2003,The Testaments: Of One Fold and One Shepherd,1,0.0,1.0,1.0,0.0,14,1.0
2004,Look at Me,0,0.0,0.0,0.0,0.0,454,0.0
2005,Someone Like You,19,0.19298245614035087,7.0,2.959773078906653,511.4293366552241,563,19.0
2006,Prey for Rock & Roll,7,0.47619047619047616,7.0,3.3486333161423416,39.959080029500775,563,7.0
2007,The Little Rascals,7,0.7142857142857143,7.0,3.301701908200103,28.91441843268699,563,7.0
2008,Constantine,35,0.20336134453781513,7.0,2.878287777204745,3463.4930846718667,563,35.0
2009,"Nu, pogodi!",0,0.0,0.0,0.0,0.0,455,0.0
2010,Queen Bee,7,0.23809523809523808,7.0,3.370293965961836,976.9771767463345,89,7.0
2011,Geri's Game,0,0.0,0.0,0.0,0.0,456,0.0
2012,Gumshoe,0,0.0,0.0,0.0,0.0,457,0.0
2013,Homeward Bound: The Incredible Journey,11,0.32727272727272727,6.0,3.2377514182568334,837.3753032603748,275,11.0
2014,Weekend at Bernie's II,5,1.0,7.0,3.4785972150593087,0.0,3,5.0
2015,"Bagi, the Monster of Mighty Nature",0,0.0,0.0,0.0,0.0,458,0.0
2016,The Killing Fields,16,0.30833333333333335,7.0,3.1356369262506445,508.57895223037144,194,16.0
2017,Devil's Gate,6,0.6666666666666666,7.0,3.5698813821557502,65.19750711982248,194,6.0
2018,Oliver Twist,20,0.4631578947368421,7.0,2.998968540484786,456.5037755304245,563,20.0
2019,Shogun,19,0.36257309941520466,6.0,3.0928313563692624,4673.452262517648,208,19.0
2020,Von Ryan's Express,9,0.3055555555555556,6.0,3.392470345538938,618.2145994476655,89,9.0
2021,That's Entertainment!,17,0.21323529411764705,6.0,3.2753996905621454,3528.0759111221882,89,17.0
2022,That's Entertainment III,6,0.26666666666666666,7.0,3.642599277978339,429.5143900529306,89,6.0
2023,That's Dancing!,6,0.26666666666666666,7.0,3.528623001547189,788.5837557907088,89,6.0
2024,Young Dr. Kildare,9,0.2777777777777778,7.0,3.842186694172254,784.2998040635964,89,9.0
2025,Junior,27,0.3475783475783476,7.0,2.990716864363074,895.0100662097321,246,27.0
2026,Tommy,21,0.5476190476190477,6.0,2.972666322846828,1308.64677228436,264,21.0
2027,Vincent,8,1.0,7.0,3.551830840639505,0.0,246,8.0
2028,Dunkirk,17,0.4338235294117647,6.0,3.041258380608561,1182.9467284958655,208,17.0
2029,Curdled,15,0.2761904761904762,7.0,3.0541516245487363,251.30245995292574,246,15.0
2030,My Best Friend's Birthday,2,1.0,8.0,3.85662712738525,0.0,200,2.0
2031,That Was Then... This Is Now,17,0.5147058823529411,7.0,3.0954100051572975,546.7189178613311,3,17.0
2032,Nowhere,33,0.16477272727272727,7.0,2.893759669932955,5662.787046415415,220,33.0
2033,Face to Face,5,0.8,7.0,3.7962867457452294,125.18287033705126,281,5.0
2034,Central do Brasil,2,1.0,8.0,4.40072202166065,0.0,172,2.0
2035,Pigskin Parade,0,0.0,0.0,0.0,0.0,459,0.0
2036,Topper,9,0.4722222222222222,7.0,3.4579680247550284,2289.0562689085923,89,9.0
2037,Beauty and the Beast,0,0.0,0.0,0.0,0.0,460,0.0
2038,Penn & Teller Get Killed,0,0.0,0.0,0.0,0.0,461,0.0
2039,"No Retreat, No Surrender",3,1.0,7.0,3.7586384734399174,0.0,9,3.0
2040,Silver City,34,0.16399286987522282,7.0,2.9386281588447654,3081.325266771698,563,34.0
2041,Lemony Snicket's A Series of Unfortunate Events,48,0.15868794326241134,7.0,2.771015987622486,3923.803452786671,194,48.0
2042,"All's Well, Ends Well Too",7,1.0,9.0,5.128416709644147,0.0,258,7.0
2043,Monkey Business,7,0.7142857142857143,8.0,4.323878287777204,1938.0,89,7.0
2044,Boundin',0,0.0,0.0,0.0,0.0,462,0.0
2045,"New York, New York",27,0.38746438746438744,6.0,2.861268695203713,3049.2226182366458,9,27.0
2046,Hellzapoppin',0,0.0,0.0,0.0,0.0,463,0.0
2047,For Love of the Game,29,0.2044334975369458,7.0,2.8638473439917482,1547.1492423796644,563,29.0
2048,Patch Adams,29,0.32019704433497537,7.0,2.8720990201134606,1174.287463320406,563,29.0
2049,Project X,19,0.3333333333333333,7.0,3.105208870551831,374.5984231234305,3,19.0
2050,Sugar & Spice,9,0.2777777777777778,7.0,3.2692109334708612,415.27009877771184,563,9.0
2051,Uzumaki,0,0.0,0.0,0.0,0.0,464,0.0
2052,Twins,47,0.1637372802960222,7.0,2.8014440433212995,3787.82433943571,246,47.0
2053,Weekend at Bernie's,7,0.5238095238095238,7.0,3.3945332645693655,88.42412361013928,3,7.0
2054,Gettysburg,40,0.14487179487179488,7.0,2.8530170190820012,3351.667017991435,563,40.0
2055,Dumb & Dumberer,8,0.75,7.0,3.4718927282104177,37.91447028570886,220,8.0
2056,Empire,0,0.0,0.0,0.0,0.0,465,0.0
2057,Blackmail,0,0.0,0.0,0.0,0.0,466,0.0
2058,Anne of Green Gables,4,0.16666666666666666,7.0,3.8267148014440435,1954.1266593154053,220,4.0
2059,Anne of Avonlea,0,0.0,0.0,0.0,0.0,467,0.0
2060,Sweet Sweetback's Baadasssss Song,0,0.0,0.0,0.0,0.0,468,0.0
2061,BAADASSSSS!,25,0.16,7.0,2.9814337287261474,2419.4951869191937,563,25.0
2062,I'm All Right Jack,23,0.25691699604743085,6.0,2.9912325941206808,4888.414764122622,208,23.0
2063,Enigma,21,0.2571428571428571,7.0,3.0268179473955645,776.2153319686378,194,21.0
2064,Erin Brockovich,28,0.18783068783068782,7.0,2.953068592057762,1360.2499836771333,194,28.0
2065,Yu-Gi-Oh! The Movie: Pyramid of Light,4,1.0,9.0,5.204228984012378,0.0,560,4.0
2066,Tobruk,7,0.2857142857142857,7.0,3.552862300154719,411.2622749880277,89,7.0
2067,Les bons débarras,0,0.0,0.0,0.0,0.0,469,0.0
2068,Mockingbird Don't Sing,10,0.5777777777777777,7.0,3.172253739040743,65.65328744159811,220,10.0
2069,Creep,5,1.0,8.0,3.671995874161939,0.0,563,5.0
2070,Heimat,0,0.0,0.0,0.0,0.0,470,0.0
2071,Batman & Mr. Freeze: SubZero,4,0.5,7.0,3.5306859205776173,50.624750960437424,208,4.0
2072,Mary Shelley's Frankenstein,57,0.23809523809523808,6.0,2.6493037648272306,4930.333146263494,194,57.0
2073,Kahin to Hogaa,0,0.0,0.0,0.0,0.0,471,0.0
2074,Gray's Anatomy,4,1.0,7.0,3.6389891696750905,0.0,200,4.0
2075,Knife in the Water,1,0.0,1.0,1.0,0.0,472,1.0
2076,Leo,3,1.0,7.0,3.621970087674059,0.0,563,3.0
2077,Foxfire,0,0.0,0.0,0.0,0.0,473,0.0
2078,Bottle Rocket,0,0.0,0.0,0.0,0.0,474,0.0
2079,Sneakers,45,0.1595959595959596,6.0,2.712738525012893,10972.960711286018,220,45.0
2080,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",0,0.0,0.0,0.0,0.0,475,0.0
2081,Cursed,16,0.11666666666666667,7.0,3.184115523465704,505.5597175185545,194,16.0
2082,Shivers,2,0.0,8.0,4.01547189272821,18.02870483838408,172,2.0
2083,Night of the Living Dead,7,0.47619047619047616,7.0,3.4512635379061374,261.62475142578694,172,7.0
2084,Thursday,15,0.34285714285714286,7.0,3.0665291387313047,555.1702423264372,563,15.0
2085,Scared Straight!,0,0.0,0.0,0.0,0.0,476,0.0
2086,Candyman,13,0.3333333333333333,7.0,3.0979886539453325,426.29448170357904,172,13.0
2087,Nobody's Perfect,10,0.37777777777777777,7.0,3.172253739040743,104.74744280781442,220,10.0
2088,Rebecca,19,0.5555555555555556,6.0,3.161939143888602,1633.8979743382088,208,19.0
2089,Agent Orange,0,0.0,0.0,0.0,0.0,477,0.0
2090,King of Kings,4,0.3333333333333333,8.0,3.919546157813306,508.6730362799093,89,4.0
2091,Les Misérables,1,0.0,9.0,5.328519855595668,0.0,264,1.0
2092,Candy,34,0.10160427807486631,6.0,2.8009283135636927,8157.744201837619,89,34.0
2093,Fast Foods,0,0.0,0.0,0.0,0.0,478,0.0
2094,Hostage,26,0.3353846153846154,7.0,2.9592573491490457,1150.2185008659064,563,26.0
2095,The Others,14,0.5494505494505495,7.0,3.1629706034038163,192.29561222302843,194,14.0
2096,East is East,2,0.0,8.0,3.9912325941206808,203.73234474117407,232,2.0
2097,L'Auberge espagnole,2,0.0,8.0,4.07426508509541,15.965431178034606,258,2.0
2098,Kwaidan,3,1.0,7.0,4.311500773594636,0.0,208,3.0
2099,Street Fighter,21,0.09047619047619047,7.0,3.027333677153172,2705.913942735813,9,21.0
2100,Phantom of the Opera,9,0.3611111111111111,7.0,3.4904589994842703,1735.3645455355836,89,9.0
2101,Polyester,2,1.0,8.0,3.8726147498710675,0.0,9,2.0
2102,Contraband,1,0.0,8.0,4.186178442496132,0.0,89,1.0
2103,Gone to Earth,6,0.4,7.0,3.632284682826199,83.40567753452476,89,6.0
2104,The Tales of Hoffmann,3,0.6666666666666666,7.0,4.136152656008251,2.3116802189675862,89,3.0
2105,Oh... Rosalinda!!,15,0.24761904761904763,6.0,3.2934502320783907,2439.360860654496,208,15.0
2106,Spanglish,12,0.22727272727272727,7.0,3.172253739040743,446.107419810361,563,12.0
2107,Cheech & Chong's Up in Smoke,11,0.36363636363636365,7.0,3.1707065497679214,967.9422227571467,200,11.0
2108,Patterns,5,0.6,7.0,3.689014956162971,84.35467914168069,89,5.0
2109,Cheech & Chong's Next Movie,12,0.3484848484848485,7.0,3.1949458483754514,315.5055110754295,200,12.0
2110,Vampire Hunter D: Bloodlust,6,0.4,7.0,3.382155750386797,8459.371968771951,560,6.0
2111,Oi! Warning,0,0.0,0.0,0.0,0.0,479,0.0
2112,Room Service,10,0.35555555555555557,7.0,3.55440948942754,5521.880594728558,89,10.0
2113,Saps at Sea,8,0.5714285714285714,8.0,3.889118102114492,1481.9840683645664,89,8.0
2114,Anatomy,6,0.6666666666666666,8.0,3.6544610624033007,51.073962839345775,563,6.0
2115,Charlie and the Chocolate Factory,39,0.21592442645074225,7.0,2.8478597215059307,3135.7077704747353,563,39.0
2116,See No Evil,0,0.0,0.0,0.0,0.0,480,0.0
2117,Smilla's Sense of Snow,0,0.0,0.0,0.0,0.0,481,0.0
2118,Exiled: A Law & Order Movie,21,0.11904761904761904,6.0,2.931407942238267,2351.697615427592,9,21.0
2119,In My Father's Den,5,0.6,8.0,3.3929860752965446,7.815794432999338,563,5.0
2120,"Free, White and 21",0,0.0,0.0,0.0,0.0,482,0.0
2121,Hell's Angels,0,0.0,0.0,0.0,0.0,483,0.0
2122,Pop 'im Pop,0,0.0,0.0,0.0,0.0,484,0.0
2123,Anne of Green Gables: The Continuing Story,1,0.0,8.0,4.826199071686436,0.0,220,1.0
2124,F/X,16,0.2833333333333333,7.0,3.011861784424961,1051.1711045595396,9,16.0
2125,Ballistic: Ecks vs. Sever,17,0.22794117647058823,7.0,3.0835482207323364,918.9959416267567,194,17.0
2126,Dreamscape,33,0.26136363636363635,6.0,2.8323878287777204,5970.2731925234275,208,33.0
2127,Ollie Hopnoodle's Haven of Bliss,0,0.0,0.0,0.0,0.0,485,0.0
2128,Vanity Fair,53,0.18650217706821481,7.0,2.7570912841670965,4376.140437808423,194,53.0
2129,Booty Call,11,0.36363636363636365,7.0,3.287777204744714,169.21751558383352,563,11.0
2130,NS-5,0,0.0,0.0,0.0,0.0,486,0.0
2131,Into the West,29,0.3251231527093596,7.0,2.9308922124806602,703.3344174893691,194,29.0
2132,Godzilla: Tokyo SOS,1,0.0,9.0,6.304280556988139,0.0,208,1.0
2133,Santa's Slay,27,0.19943019943019943,6.0,2.89633831872099,1502.2047030314206,220,27.0
2134,The Squawkin' Hawk,0,0.0,0.0,0.0,0.0,487,0.0
2135,Crossroads,8,0.6071428571428571,7.0,3.34192882929345,32.97996737240199,194,8.0
2136,A Christmas Carol,3,0.0,7.0,4.078390923156266,133.39486132492976,89,3.0
2137,Blue Skies,0,0.0,0.0,0.0,0.0,488,0.0
2138,M,4,0.0,7.0,3.789066529138731,101.64436572590571,89,4.0
2139,C.H.U.D.,24,0.322463768115942,7.0,3.0489943269726663,1479.6810502679152,200,24.0
2140,Edward II,11,0.34545454545454546,7.0,3.325425477050026,230.29805741154607,563,11.0
2141,Island in the Sun,10,0.5111111111111111,6.0,3.418256833419288,251.21395959270643,208,10.0
2142,Witchfinder General,11,0.6727272727272727,7.0,3.2454873646209386,538.895931020934,89,11.0
2143,Sphere,48,0.2526595744680851,7.0,2.813821557503868,3547.865288639356,290,48.0
2144,Don's Plum,15,0.23809523809523808,7.0,3.1067560598246518,2311.3757000103487,220,15.0
2145,Legong: Dance of the Virgins,0,0.0,0.0,0.0,0.0,489,0.0
2146,Batoru rowaiaru II: Chinkonka,1,0.0,9.0,4.940175348117586,0.0,281,1.0
2147,Raw Deal,13,0.5897435897435898,6.0,3.188757091284167,609.2167177272933,246,13.0
2148,The Gift,44,0.16279069767441862,7.0,2.802991232594121,3965.0405201307194,563,44.0
2149,It's a Gift,2,1.0,8.0,4.448684889118102,0.0,89,2.0
2150,"The 5,000 Fingers of Dr. T",1,0.0,9.0,5.061887570912842,0.0,89,1.0
2151,"Clash!! 10,000,000,000 Powerful Warriors",7,0.6190476190476191,8.0,4.074780814853017,2262.6909891426467,560,7.0
2152,American Girl,12,0.25757575757575757,7.0,3.2325941206807633,265.9032204982505,563,12.0
2153,Crimson Tide,43,0.22369878183831673,7.0,2.8040226921093345,2866.8726766385207,275,43.0
2154,Twilight Zone: The Movie,41,0.1524390243902439,6.0,2.775141825683342,7899.633755560106,220,41.0
2155,Godzilla: Final Wars,4,0.3333333333333333,8.0,5.304796286745745,1938.5,208,4.0
2156,Shall We Dance,0,0.0,0.0,0.0,0.0,490,0.0
2157,Made,33,0.2215909090909091,6.0,2.823620422898401,5176.172112104383,220,33.0
2158,Grande �?cole,0,0.0,0.0,0.0,0.0,491,0.0
2159,Gremlins 2: The New Batch,41,0.18902439024390244,6.0,2.7942238267148016,3636.802128434035,246,41.0
2160,Merlin,50,0.16816326530612244,7.0,2.729241877256318,6636.126480215346,194,50.0
2161,Mujhse Dosti Karoge!,5,0.7,8.0,4.665291387313048,46.455473522960595,232,5.0
2162,Cloak & Dagger,12,0.18181818181818182,6.0,3.044352759154203,741.085912580735,200,12.0
2163,Zameen,0,0.0,0.0,0.0,0.0,492,0.0
2164,1941,54,0.1334730957372467,6.0,2.726663228468283,19579.85651842016,220,54.0
2165,Bananas,12,0.42424242424242425,6.0,3.1701908200103146,405.02357152483205,258,12.0
2166,Dr. Caligari,0,0.0,0.0,0.0,0.0,493,0.0
2167,Thief,25,0.22333333333333333,6.0,2.971634863331614,1377.43465730729,220,25.0
2168,White Noise,16,0.325,7.0,3.1237751418256834,598.582872606257,220,16.0
